UF;Código;Território;1 - Crianças e adolescentes das famílias do PBF com frequência escolar informada-01/2019;2 - Total de crianças e adolescentes das famílias do PBF no município-01/2019;3 - TAFE - Taxa de Acompanhameto de Frequência Escolar ( item 1 / item 2 )-01/2019;4 - Famílias do PBF com condicionalidades de saúde informada-01/2019;5 - Total de famílias com perfil saúde no município-01/2019;6 - TAAS - Taxa de Acompanhamento de Agenda de Saúde ( item 4 / item 5 )-01/2019;7 - Atualizações de cadastros  - Perfil CadÚnico até 1/2 salário mínimo-01/2019;8 - Cadastros  de Famílias com Perfil CadÚnico até 1/2 salário mínimo-01/2019;9 - TAC - Taxa de Atualização Cadastral ( item 7 / item 8 )-01/2019;10 - Fator 1: Operação (  (TAFE+TAAS) / 2 +  TAC / 2)-01/2019;11 - Fator 2: Adesão ao SUAS-01/2019;12 - Fator 3: Comprovação de Gastos pelo FMAS-01/2019;13 - Fator 4: Aprovação da Comprovação de Gastos pelo CMAS-01/2019;14 - IGD-M ( Fator 1 x Fator 2 x Fator 3 x Fator 4 )-01/2019;15 - Estimativa total de famílias de baixa renda no município - perfil CadÚnico-01/2019;16 - Quantidade de famílias consideradas para cálculo do repasse-01/2019;17 - Valor Calculado sem Incentivos ( item 14 x R$ 3,25 x item 16 )-01/2019;18 - Incetivo 1 - Proporção de famílias em fase de suspenção em  acompanhamento Familiar-01/2019;19 - Incetivo 2 - Dados da gestão municipal no SIGPBF atualizados há menos de 1 ano-01/2019;20 - Valor Total de Incentivos ( item18 + item 19 )-01/2019;21 - Valor Calculado com Incetivos ( Item 17 + Item 20 )-01/2019;22 - Teto de repasse do IGD-M-01/2019;23 - Valor repassado no mês-01/2019;24 - Motivo(s) que impede(m) o repasse-01/2019;1 - Crianças e adolescentes das famílias do PBF com frequência escolar informada-01/2018;2 - Total de crianças e adolescentes das famílias do PBF no município-01/2018;3 - TAFE - Taxa de Acompanhameto de Frequência Escolar ( item 1 / item 2 )-01/2018;4 - Famílias do PBF com condicionalidades de saúde informada-01/2018;5 - Total de famílias com perfil saúde no município-01/2018;6 - TAAS - Taxa de Acompanhamento de Agenda de Saúde ( item 4 / item 5 )-01/2018;7 - Atualizações de cadastros  - Perfil CadÚnico até 1/2 salário mínimo-01/2018;8 - Cadastros  de Famílias com Perfil CadÚnico até 1/2 salário mínimo-01/2018;9 - TAC - Taxa de Atualização Cadastral ( item 7 / item 8 )-01/2018;10 - Fator 1: Operação (  (TAFE+TAAS) / 2 +  TAC / 2)-01/2018;11 - Fator 2: Adesão ao SUAS-01/2018;12 - Fator 3: Comprovação de Gastos pelo FMAS-01/2018;13 - Fator 4: Aprovação da Comprovação de Gastos pelo CMAS-01/2018;14 - IGD-M ( Fator 1 x Fator 2 x Fator 3 x Fator 4 )-01/2018;15 - Estimativa total de famílias de baixa renda no município - perfil CadÚnico-01/2018;16 - Quantidade de famílias consideradas para cálculo do repasse-01/2018;17 - Valor Calculado sem Incentivos ( item 14 x R$ 3,25 x item 16 )-01/2018;18 - Incetivo 1 - Proporção de famílias em fase de suspenção em  acompanhamento Familiar-01/2018;19 - Incetivo 2 - Dados da gestão municipal no SIGPBF atualizados há menos de 1 ano-01/2018;20 - Valor Total de Incentivos ( item18 + item 19 )-01/2018;21 - Valor Calculado com Incetivos ( Item 17 + Item 20 )-01/2018;22 - Teto de repasse do IGD-M-01/2018;23 - Valor repassado no mês-01/2018;24 - Motivo(s) que impede(m) o repasse-01/2018;1 - Crianças e adolescentes das famílias do PBF com frequência escolar informada-01/2017;2 - Total de crianças e adolescentes das famílias do PBF no município-01/2017;3 - TAFE - Taxa de Acompanhameto de Frequência Escolar ( item 1 / item 2 )-01/2017;4 - Famílias do PBF com condicionalidades de saúde informada-01/2017;5 - Total de famílias com perfil saúde no município-01/2017;6 - TAAS - Taxa de Acompanhamento de Agenda de Saúde ( item 4 / item 5 )-01/2017;7 - Atualizações de cadastros  - Perfil CadÚnico até 1/2 salário mínimo-01/2017;8 - Cadastros  de Famílias com Perfil CadÚnico até 1/2 salário mínimo-01/2017;9 - TAC - Taxa de Atualização Cadastral ( item 7 / item 8 )-01/2017;10 - Fator 1: Operação (  (TAFE+TAAS) / 2 +  TAC / 2)-01/2017;11 - Fator 2: Adesão ao SUAS-01/2017;12 - Fator 3: Comprovação de Gastos pelo FMAS-01/2017;13 - Fator 4: Aprovação da Comprovação de Gastos pelo CMAS-01/2017;14 - IGD-M ( Fator 1 x Fator 2 x Fator 3 x Fator 4 )-01/2017;15 - Estimativa total de famílias de baixa renda no município - perfil CadÚnico-01/2017;16 - Quantidade de famílias consideradas para cálculo do repasse-01/2017;17 - Valor Calculado sem Incentivos ( item 14 x R$ 3,25 x item 16 )-01/2017;18 - Incetivo 1 - Proporção de famílias em fase de suspenção em  acompanhamento Familiar-01/2017;19 - Incetivo 2 - Dados da gestão municipal no SIGPBF atualizados há menos de 1 ano-01/2017;20 - Valor Total de Incentivos ( item18 + item 19 )-01/2017;21 - Valor Calculado com Incetivos ( Item 17 + Item 20 )-01/2017;22 - Teto de repasse do IGD-M-01/2017;23 - Valor repassado no mês-01/2017;24 - Motivo(s) que impede(m) o repasse-01/2017;1 - Crianças e adolescentes das famílias do PBF com frequência escolar informada-01/2016;2 - Total de crianças e adolescentes das famílias do PBF no município-01/2016;3 - TAFE - Taxa de Acompanhameto de Frequência Escolar ( item 1 / item 2 )-01/2016;4 - Famílias do PBF com condicionalidades de saúde informada-01/2016;5 - Total de famílias com perfil saúde no município-01/2016;6 - TAAS - Taxa de Acompanhamento de Agenda de Saúde ( item 4 / item 5 )-01/2016;7 - Atualizações de cadastros  - Perfil CadÚnico até 1/2 salário mínimo-01/2016;8 - Cadastros  de Famílias com Perfil CadÚnico até 1/2 salário mínimo-01/2016;9 - TAC - Taxa de Atualização Cadastral ( item 7 / item 8 )-01/2016;10 - Fator 1: Operação (  (TAFE+TAAS) / 2 +  TAC / 2)-01/2016;11 - Fator 2: Adesão ao SUAS-01/2016;12 - Fator 3: Comprovação de Gastos pelo FMAS-01/2016;13 - Fator 4: Aprovação da Comprovação de Gastos pelo CMAS-01/2016;14 - IGD-M ( Fator 1 x Fator 2 x Fator 3 x Fator 4 )-01/2016;15 - Estimativa total de famílias de baixa renda no município - perfil CadÚnico-01/2016;16 - Quantidade de famílias consideradas para cálculo do repasse-01/2016;17 - Valor Calculado sem Incentivos ( item 14 x R$ 3,25 x item 16 )-01/2016;18 - Incetivo 1 - Proporção de famílias em fase de suspenção em  acompanhamento Familiar-01/2016;19 - Incetivo 2 - Dados da gestão municipal no SIGPBF atualizados há menos de 1 ano-01/2016;20 - Valor Total de Incentivos ( item18 + item 19 )-01/2016;21 - Valor Calculado com Incetivos ( Item 17 + Item 20 )-01/2016;22 - Teto de repasse do IGD-M-01/2016;23 - Valor repassado no mês-01/2016;24 - Motivo(s) que impede(m) o repasse-01/2016
BA;290200;ARACATU;1961;2084;0.94;2312;2357;0.98;2871;3294;0.87;0.91;1;1;1;0.91;2044;2044;6086.98;0;304.35;304.35;6391.33;7307.3;6391.33;;2162;2187;0.98;2096;2148;0.97;3028;3389;0.89;0.93;1;1;1;0.93;2044;2044;6230.47;0;0;0;6230.47;7307.3;6230.47;;2244;2291;0.97;1758;1800;0.97;2516;3331;0.75;0.86;1;1;1;0.86;2044;2044;5757.49;0;0;0;5757.49;7307.3;5757.49;;2288;2335;0.97;1937;1977;0.97;2652;3379;0.78;0.88;1;1;1;0.88;2044;2044;5861.12;0;0;0;5861.12;7307.3;5861.12;
SP;350280;ARAÇATUBA;4460;4553;0.97;2799;4037;0.69;8550;10690;0.79;0.81;1;1;1;0.81;11414;8550;22732.95;446.59;0;446.59;23179.54;40805.05;20861.58;;4752;4900;0.96;3584;4674;0.76;9335;12483;0.74;0.8;1;1;1;0.8;11414;9335;24516.74;565.72;1225.84;1791.56;26308.3;40805.05;26308.3;;5949;6149;0.96;3831;4744;0.8;9770;12886;0.75;0.82;1;1;1;0.82;11414;9770;26129.13;424.86;0;424.86;26553.99;40805.05;26553.99;;5834;6188;0.94;4500;4669;0.96;9261;13190;0.7;0.82;1;1;1;0.82;11414;9261;24912.32;435.72;0;435.72;25348.04;40805.05;25348.04;
BA;290210;ARACI;8188;9817;0.83;5997;7755;0.77;10294;11565;0.89;0.84;1;1;1;0.84;10242;10242;28190.34;0;0;0;28190.34;36615.15;28190.34;;9886;11118;0.88;6498;8195;0.79;10769;12056;0.89;0.86;1;1;1;0.86;10242;10242;28862.72;0;1443.14;1443.14;30305.86;36615.15;30305.86;;11601;11907;0.97;4948;8058;0.61;10218;13001;0.78;0.79;1;1;1;0.79;10242;10218;26234.72;0;0;0;26234.72;36615.15;26234.72;;12422;12697;0.97;5822;8144;0.71;10815;13695;0.78;0.81;1;1;1;0.81;10242;10242;27235.01;0;1361.75;1361.75;28596.76;36615.15;28596.76;
MG;310330;ARACITABA;85;95;0.89;99;103;0.96;265;287;0.92;0.92;1;1;1;0.92;357;265;797.17;0;39.86;39.86;837.03;1430;1430;;110;111;0.99;99;102;0.97;277;317;0.87;0.92;1;1;1;0.92;357;277;834.8;0;41.74;41.74;876.54;1430;1430;;136;141;0.96;122;125;0.97;280;330;0.84;0.9;1;1;1;0.9;357;280;827.55;0;41.38;41.38;868.93;1276.28;1430;;134;145;0.92;123;129;0.95;293;342;0.85;0.89;1;1;1;0.89;357;293;854.93;0;42.75;42.75;897.68;1276.28;1430;
CE;230120;ARACOIABA;3692;3948;0.93;3658;4197;0.87;5464;6305;0.86;0.88;1;1;1;0.88;4914;4914;14133.89;100.99;706.69;807.68;14941.57;17567.55;14941.57;;3781;4050;0.93;3574;4116;0.86;5211;6509;0.8;0.85;1;1;1;0.85;4914;4914;13587.7;0;0;0;13587.7;17567.55;13587.7;;3880;4182;0.92;3265;3967;0.82;5186;6713;0.77;0.82;1;1;1;0.82;4914;4914;13159.69;0;657.98;657.98;13817.67;17567.55;13817.67;;3737;4256;0.87;3466;4313;0.80;5691;6825;0.83;0.83;1;1;1;0.83;4914;4914;13372.1;23.07;0;23.07;13395.17;17567.55;13395.17;
PE;260105;ARAÇOIABA;3107;3248;0.95;3297;3420;0.96;4337;4558;0.95;0.95;1;1;1;0.95;3464;3464;10761.52;0;0;0;10761.52;12383.8;10761.52;;3294;3419;0.96;3402;3554;0.95;4385;4668;0.93;0.94;1;1;1;0.94;3464;3464;10693.97;0;534.7;534.7;11228.67;12383.8;11228.67;;3299;3366;0.98;2287;2739;0.83;4527;4751;0.95;0.93;1;1;1;0.93;3464;3464;10472.19;0;0;0;10472.19;12383.8;10472.19;;3186;3226;0.98;2631;2884;0.91;3984;4501;0.88;0.91;1;1;1;0.91;3464;3464;10329.22;0;516.46;516.46;10845.68;12383.8;10845.68;
SP;350290;ARAÇOIABA DA SERRA;951;987;0.96;223;741;0.3;1694;1944;0.87;0.75;1;1;0;0;2015;1694;0;0;0;0;0;7203.63;0;AprovaÃ§Ã£o de Gastos pelo CMAS 2017;906;941;0.96;151;669;0.22;1583;1984;0.79;0.69;1;1;1;0.69;2015;1583;3581.26;44.77;179.06;223.83;3805.09;7203.63;0;TAAS < 0.30;955;987;0.96;159;452;0.35;1216;1636;0.74;0.7;1;1;1;0.7;2015;1216;2772.33;46.2;138.62;184.82;2957.15;7203.63;2957.15;;754;764;0.98;135;329;0.41;891;1345;0.66;0.68;1;1;1;0.68;2015;891;1970.85;32.84;98.54;131.38;2102.23;7203.63;2102.23;
ES;320060;ARACRUZ;3584;3974;0.9;1294;2037;0.63;6613;7516;0.87;0.82;1;1;1;0.82;7559;6613;17713.91;45.97;885.7;931.67;18645.58;27023.43;9322.79;;2890;2968;0.97;1103;1701;0.64;5136;7175;0.71;0.76;1;1;1;0.76;7559;5136;12742.67;42.5;637.13;679.63;13422.3;27023.43;13422.3;;3443;3727;0.92;2013;2548;0.79;4905;8118;0.6;0.73;1;1;1;0.73;7559;4905;11646.68;38.49;582.33;620.82;12267.5;27023.43;12267.5;;4269;4637;0.92;2546;3217;0.79;5436;9041;0.6;0.72;1;1;1;0.72;7559;5436;12873.94;11.39;643.7;655.09;13529.03;27023.43;13529.03;
GO;520160;ARAÇU;194;218;0.88;188;247;0.76;471;555;0.84;0.83;1;1;1;0.83;508;471;1281.39;16.02;0;16.02;1297.41;1816.1;1430;;193;218;0.88;194;247;0.78;480;648;0.74;0.78;1;1;1;0.78;508;480;1229.28;0;61.46;61.46;1290.74;1816.1;1430;;223;259;0.86;106;230;0.46;450;685;0.65;0.65;1;1;1;0.65;508;450;963.64;21.41;48.18;69.59;1033.23;1816.1;1430;;204;270;0.75;181;284;0.63;500;727;0.68;0.69;1;1;1;0.69;508;500;1124.66;0;56.23;56.23;1180.89;1816.1;1430;
MG;310340;ARAÇUAÍ;3380;3665;0.92;2894;3423;0.84;5291;6021;0.87;0.88;1;1;1;0.88;5519;5291;15154.61;0;757.73;757.73;15912.34;19730.43;15912.34;;3988;4215;0.94;3163;3598;0.87;5257;6353;0.82;0.87;1;1;1;0.87;5519;5257;14865.88;0;0;0;14865.88;19730.43;14865.88;;4508;4725;0.95;3903;4241;0.92;5125;6513;0.78;0.86;1;1;1;0.86;5519;5125;14359.35;0;717.97;717.97;15077.32;19730.43;15077.32;;4398;5288;0.83;3571;4226;0.84;5505;6878;0.8;0.81;1;1;1;0.81;5519;5505;14660.09;0;0;0;14660.09;19730.43;14660.09;
GO;520170;ARAGARÇAS;1683;1691;0.99;1830;1919;0.95;3055;3457;0.88;0.92;1;1;1;0.92;1852;1852;5592.25;0;279.61;279.61;5871.86;6620.9;5871.86;;1757;1830;0.96;900;1558;0.57;3057;3601;0.84;0.8;1;1;1;0.8;1852;1852;4868.77;0;243.44;243.44;5112.21;6620.9;5112.21;;1169;1432;0.81;1101;1101;1;2623;3348;0.78;0.84;1;1;1;0.84;1852;1852;5090.87;0;254.54;254.54;5345.41;6620.9;5345.41;;814;1456;0.55;1006;1145;0.87;2453;3311;0.74;0.72;1;1;0;0;1852;1852;0;0;0;0;0;6620.9;0;AprovaÃ§Ã£o da ComprovaÃ§Ã£o de Gastos pelo CMAS 2013
GO;520180;ARAGOIÂNIA;831;961;0.86;714;810;0.88;1358;1540;0.88;0.87;1;1;1;0.87;958;958;2732.1;45.53;136.61;182.14;2914.24;3424.85;2914.24;;754;967;0.77;694;799;0.86;1396;1739;0.8;0.81;1;1;1;0.81;958;958;2532.83;0;126.64;126.64;2659.47;3424.85;2659.47;;930;979;0.94;543;604;0.89;1228;1746;0.7;0.81;1;1;1;0.81;958;958;2534.08;0;126.7;126.7;2660.78;3424.85;2660.78;;842;916;0.91;621;632;0.98;1191;1677;0.71;0.83;1;1;0;0;958;958;0;0;0;0;0;3424.85;0;AprovaÃ§Ã£o da ComprovaÃ§Ã£o de Gastos pelo CMAS 2013
TO;170130;ARAGOMINAS;675;698;0.96;454;555;0.81;820;918;0.89;0.89;1;1;1;0.89;916;820;2379.58;0;118.98;118.98;2498.56;3274.7;2498.56;;714;763;0.93;501;583;0.85;837;1005;0.83;0.86;1;1;1;0.86;916;837;2353.56;0;117.68;117.68;2471.24;3274.7;2471.24;;816;889;0.91;546;640;0.85;853;1059;0.8;0.84;1;1;1;0.84;916;853;2343.94;0;117.2;117.2;2461.14;3274.7;2461.14;;898;975;0.92;667;742;0.89;902;1141;0.79;0.85;1;1;1;0.85;916;902;2492.36;0;0;0;2492.36;3274.7;2492.36;
TO;170190;ARAGUACEMA;646;694;0.93;320;440;0.72;809;930;0.86;0.84;1;1;1;0.84;1162;809;2233.55;0;111.68;111.68;2345.23;4154.15;2345.23;;680;709;0.95;383;471;0.81;840;1047;0.8;0.84;1;1;1;0.84;1162;840;2304.67;0;115.23;115.23;2419.9;4154.15;2419.9;;791;862;0.91;503;628;0.8;852;1140;0.74;0.8;1;1;1;0.8;1162;852;2224.61;0;111.23;111.23;2335.84;4154.15;2335.84;;883;962;0.91;617;694;0.88;906;1184;0.76;0.83;1;1;1;0.83;1162;906;2456.6;0;122.83;122.83;2579.43;4154.15;2579.43;
TO;170200;ARAGUAÇU;446;474;0.94;273;373;0.73;911;1036;0.87;0.85;1;1;1;0.85;1465;911;2540.03;127;127;254;2794.03;5237.38;2794.03;;454;485;0.93;332;416;0.79;740;959;0.77;0.81;1;1;1;0.81;1465;740;1970.66;98.53;98.53;197.06;2167.72;5237.38;2167.72;;590;631;0.93;434;486;0.89;746;984;0.75;0.83;1;1;1;0.83;1465;746;2027.12;0;101.36;101.36;2128.48;5237.38;2128.48;;647;688;0.94;436;536;0.81;823;1051;0.78;0.83;1;1;1;0.83;1465;823;2220.04;0;111;111;2331.04;5237.38;2331.04;
MT;510100;ARAGUAIANA;169;184;0.91;159;181;0.87;342;388;0.88;0.89;1;1;1;0.89;415;342;989.24;0;49.46;49.46;1038.7;1483.63;1430;;175;197;0.88;160;189;0.84;389;472;0.82;0.84;1;1;1;0.84;415;389;1069.3;0;53.47;53.47;1122.77;1483.63;1430;;222;232;0.95;163;192;0.84;337;452;0.74;0.82;1;1;1;0.82;415;337;902.81;0;45.14;45.14;947.95;1483.63;1430;;180;224;0.80;149;182;0.81;351;473;0.74;0.77;1;1;1;0.77;415;351;885.91;0;44.3;44.3;930.21;1483.63;1430;
TO;170210;ARAGUAÍNA;10375;10763;0.96;6485;8289;0.78;14105;18000;0.78;0.82;1;1;1;0.82;16220;14105;37974.89;589.18;1898.74;2487.92;40462.81;57986.5;40462.81;;11883;12497;0.95;7522;10026;0.75;15587;21879;0.71;0.78;1;1;1;0.78;16220;15587;39589.03;0;1979.45;1979.45;41568.48;57986.5;41568.48;;13898;14896;0.93;5753;10220;0.56;17110;23932;0.71;0.73;1;1;1;0.73;16220;16220;38555.75;214.18;1927.79;2141.97;40697.72;57986.5;40697.72;;13924;14717;0.94;6559;10889;0.60;18533;25325;0.73;0.75;1;0;0;0;16220;16220;0;0;0;0;0;57986.5;0;ComprovaÃ§Ã£o de Gastos pelo FMAS 2012
MT;510120;ARAGUAINHA;54;73;0.73;37;48;0.77;118;139;0.84;0.8;1;1;1;0.8;156;118;307.61;0;15.38;15.38;322.99;1430;1430;;51;66;0.77;65;68;0.95;129;159;0.81;0.83;1;1;1;0.83;156;129;351.25;0;17.56;17.56;368.81;1430;1430;;84;92;0.91;55;64;0.85;125;193;0.64;0.76;1;1;1;0.76;156;125;311.59;0;15.58;15.58;327.17;557.7;1430;;81;93;0.87;55;68;0.80;141;198;0.71;0.77;1;1;1;0.77;156;141;355.6;0;0;0;355.6;557.7;1430;
MA;210087;ARAGUANÃ;1888;2006;0.94;1141;1812;0.62;2166;2599;0.83;0.8;1;1;1;0.8;2580;2166;5697.77;0;284.89;284.89;5982.66;9223.5;5982.66;;1924;2073;0.92;1226;1855;0.66;2057;2587;0.79;0.79;1;1;1;0.79;2580;2057;5313.44;0;265.67;265.67;5579.11;9223.5;5579.11;;1912;2119;0.9;1104;1857;0.59;2039;2695;0.75;0.75;1;1;1;0.75;2580;2039;4986.63;0;249.33;249.33;5235.96;9223.5;5235.96;;1894;2101;0.90;1289;1893;0.68;1992;2620;0.76;0.77;1;1;1;0.77;2580;1992;5022.53;0;0;0;5022.53;9223.5;5022.53;
TO;170215;ARAGUANÃ;527;586;0.89;581;699;0.83;998;1095;0.91;0.88;1;1;1;0.88;829;829;2393.3;0;119.67;119.67;2512.97;2963.68;2512.97;;626;691;0.9;564;684;0.82;899;1040;0.86;0.86;1;1;1;0.86;829;829;2329.99;77.67;116.5;194.17;2524.16;2963.68;2524.16;;658;726;0.9;406;621;0.65;869;1017;0.85;0.81;1;1;1;0.81;829;829;2202.01;0;110.1;110.1;2312.11;2963.68;2312.11;;701;766;0.91;536;721;0.74;837;1002;0.83;0.83;1;1;1;0.83;829;829;2242.42;0;112.12;112.12;2354.54;2963.68;2354.54;
GO;520215;ARAGUAPAZ;520;593;0.87;454;695;0.65;1197;1351;0.88;0.82;1;1;1;0.82;1054;1054;2827.75;0;141.39;141.39;2969.14;3768.05;2969.14;;583;652;0.89;659;746;0.88;1165;1475;0.78;0.83;1;1;1;0.83;1054;1054;2875.02;0;143.75;143.75;3018.77;3768.05;3018.77;;671;672;0.99;471;580;0.81;1203;1583;0.75;0.83;1;1;1;0.83;1054;1054;2852.07;0;142.6;142.6;2994.67;3768.05;2994.67;;546;654;0.83;588;628;0.93;1228;1582;0.77;0.83;1;1;1;0.83;1054;1054;2846.25;0;142.31;142.31;2988.56;3768.05;2988.56;
MG;310350;ARAGUARI;3932;3944;0.99;2609;3112;0.83;6733;7969;0.84;0.88;1;1;1;0.88;7674;6733;19284.83;826.45;964.24;1790.69;21075.52;27434.55;14752.86;;4025;4050;0.99;2646;3090;0.85;6117;8690;0.7;0.81;1;1;1;0.81;7674;6117;16192.46;809.62;809.62;1619.24;17811.7;27434.55;17811.7;;4774;4881;0.97;2422;3715;0.65;6064;9142;0.66;0.73;1;1;1;0.73;7674;6064;14568.15;416.21;728.41;1144.62;15712.77;27434.55;15712.77;;4768;5208;0.91;2848;3863;0.73;6818;10253;0.66;0.74;1;1;1;0.74;7674;6818;16523.59;361.45;826.18;1187.63;17711.22;27434.55;17711.22;
TO;170220;ARAGUATINS;3838;4088;0.93;2100;2974;0.7;4313;4899;0.88;0.85;1;1;1;0.85;5174;4313;11934.29;113.67;596.71;710.38;12644.67;18497.05;12644.67;;4009;4255;0.94;2701;3169;0.85;4161;4944;0.84;0.86;1;1;1;0.86;5174;4161;11757.11;43.56;587.86;631.42;12388.53;18497.05;12388.53;;4368;4824;0.9;3284;3593;0.91;3772;4909;0.76;0.83;1;1;1;0.83;5174;3772;10286.53;0;0;0;10286.53;18497.05;10286.53;;4579;5300;0.86;3261;3638;0.89;3946;5245;0.75;0.81;1;1;1;0.81;5174;3946;10468.64;153.94;523.43;677.37;11146.01;18497.05;11146.01;
MA;210090;ARAIOSES;7055;7706;0.91;5657;6939;0.81;7112;8889;0.8;0.83;1;1;1;0.83;8187;7112;19247.03;0;962.35;962.35;20209.38;29268.53;20209.38;;7522;8226;0.91;5425;6626;0.81;7716;9449;0.81;0.84;1;1;1;0.84;8187;7716;21104.8;0;1055.24;1055.24;22160.04;29268.53;22160.04;;7125;8418;0.84;7039;7368;0.95;7352;9492;0.77;0.83;1;1;1;0.83;8187;7352;20016;0;1000.8;1000.8;21016.8;29268.53;21016.8;;5466;8689;0.62;7118;7403;0.96;6933;9367;0.74;0.76;1;1;1;0.76;8187;6933;17300.26;0;865.01;865.01;18165.27;29268.53;18165.27;
MS;500124;ARAL MOREIRA;1365;1402;0.97;745;939;0.79;1437;1549;0.92;0.9;1;1;1;0.9;1521;1437;4229.38;0;0;0;4229.38;5437.58;4229.38;;1449;1533;0.94;763;1014;0.75;1484;1754;0.84;0.84;1;0;0;0;1521;1484;0;0;0;0;0;5437.58;0;Comprovação de Gastos pelo FMAS 2016;1404;1584;0.88;831;1066;0.77;1429;1765;0.8;0.82;1;1;1;0.82;1521;1429;3814.32;127.15;190.72;317.87;4132.19;5437.58;4132.19;;1467;1677;0.87;893;1025;0.87;1470;1755;0.83;0.85;1;1;1;0.85;1521;1470;4086.2;0;0;0;4086.2;5437.58;4086.2;
BA;290220;ARAMARI;1474;1510;0.97;1704;1705;0.99;2142;2443;0.87;0.93;1;0;0;0;1719;1719;0;0;0;0;0;6145.43;0;ComprovaÃ§Ã£o de Gastos pelo FMAS 2017;1354;1598;0.84;1439;1439;1;2135;2428;0.87;0.9;1;0;0;0;1719;1719;0;0;0;0;0;6145.43;0;Comprovação de Gastos pelo FMAS 2016;1321;1513;0.87;751;1256;0.59;1690;2153;0.78;0.76;1;1;1;0.76;1719;1690;4175.95;0;0;0;4175.95;6145.43;4175.95;;1391;1498;0.92;1045;1282;0.81;1554;2121;0.73;0.8;1;1;1;0.8;1719;1554;4052.02;0;0;0;4052.02;6145.43;4052.02;
RS;430085;ARAMBARÉ;208;211;0.98;139;195;0.71;382;479;0.79;0.82;1;1;1;0.82;450;382;1022.25;25.56;0;25.56;1047.81;1608.75;1430;;248;250;0.99;172;218;0.78;407;542;0.75;0.82;1;1;1;0.82;450;407;1085.58;27.14;54.28;81.42;1167;1608.75;1430;;303;312;0.97;213;262;0.81;437;561;0.77;0.83;1;1;1;0.83;450;437;1186.76;11.87;59.34;71.21;1257.97;1608.75;1430;;318;342;0.92;128;232;0.55;438;552;0.79;0.76;1;1;1;0.76;450;438;1091.97;21.84;54.6;76.44;1168.41;1608.75;1430;
MA;210095;ARAME;5660;6198;0.91;3790;4494;0.84;4775;5757;0.82;0.85;1;0;0;0;5764;4775;0;0;0;0;0;20606.3;0;ComprovaÃ§Ã£o de Gastos pelo FMAS 2017;5763;6416;0.89;3401;4262;0.79;4239;5647;0.75;0.79;1;1;1;0.79;5764;4239;11013.13;0;550.66;550.66;11563.79;20606.3;11563.79;;6437;6847;0.94;3525;4420;0.79;3924;5597;0.7;0.78;1;1;0;0;5764;3924;0;0;0;0;0;20606.3;0;Aprovação da Comprovação de Gastos pelo CMAS 2015;5869;6902;0.85;3129;3859;0.81;4137;5715;0.72;0.77;1;1;1;0.77;5764;4137;10449.65;0;0;0;10449.65;20606.3;10449.65;
SP;350300;ARAMINA;188;203;0.92;62;179;0.34;412;456;0.9;0.76;1;1;1;0.76;332;332;830.72;7.69;41.54;49.23;879.95;1430;1430;;187;193;0.96;155;199;0.77;403;428;0.94;0.9;1;1;1;0.9;332;332;979.52;19.59;48.98;68.57;1048.09;1430;1430;;180;193;0.93;165;165;1;337;390;0.86;0.91;1;1;1;0.91;332;332;987.5;0;49.38;49.38;1036.88;1186.9;1430;;166;176;0.94;77;120;0.64;216;316;0.68;0.73;1;1;1;0.73;332;216;518.08;2.16;25.9;28.06;546.14;1186.9;1430;
SP;350310;ARANDU;280;280;1;287;299;0.95;488;567;0.86;0.92;1;1;1;0.92;549;488;1459.6;0;72.98;72.98;1532.58;1962.68;1532.58;;332;350;0.94;301;317;0.94;538;693;0.77;0.86;1;1;1;0.86;549;538;1508.43;75.42;75.42;150.84;1659.27;1962.68;1659.27;;389;405;0.96;263;282;0.93;557;730;0.76;0.85;1;1;1;0.85;549;549;1525.18;76.26;76.26;152.52;1677.7;1962.68;1677.7;;366;389;0.94;270;288;0.93;505;741;0.68;0.81;1;1;1;0.81;549;505;1330.07;0;0;0;1330.07;1962.68;1430;
MG;310360;ARANTINA;211;217;0.97;189;210;0.9;318;372;0.85;0.89;1;1;1;0.89;384;318;925.5;0;0;0;925.5;1430;1430;;255;265;0.96;179;194;0.92;326;393;0.82;0.88;1;1;1;0.88;384;326;938.72;0;0;0;938.72;1430;1430;;238;244;0.97;192;198;0.96;279;394;0.7;0.84;1;1;1;0.84;384;279;761.94;0;0;0;761.94;1372.8;1430;;235;246;0.95;198;207;0.95;271;417;0.64;0.8;1;1;1;0.8;384;271;707.15;0;0;0;707.15;1372.8;1430;
SP;350315;ARAPEÍ;139;141;0.98;88;114;0.77;337;364;0.92;0.9;1;1;1;0.9;329;329;964.78;0;48.24;48.24;1013.02;1430;1430;;138;141;0.97;81;83;0.97;303;375;0.8;0.89;1;1;1;0.89;329;303;879.09;14.65;43.95;58.6;937.69;1430;1430;;128;130;0.98;85;94;0.9;259;352;0.73;0.84;1;1;1;0.84;329;259;707.15;0;0;0;707.15;1176.18;1430;;144;151;0.95;108;122;0.88;264;405;0.65;0.78;1;1;1;0.78;329;264;674.13;0;33.71;33.71;707.84;1176.18;1430;
